1 1 1 1 	 9.0468712609279471
2 1 1 1 	 2.2131803077863994
2 1 2 1 	 0.7553783793691008
2 2 1 1 	 4.4000845095895507
2 2 2 1 	 0.7243433498079546
2 2 2 2 	 3.0092489244108425
3 1 1 1 	 0.5948874079844506
3 1 2 1 	 0.2700344316634399
3 1 2 2 	 0.0794558393405238
3 1 3 1 	 0.1227578739112919
3 2 1 1 	 1.4109567459256116
3 2 2 1 	 0.3078522110773295
3 2 2 2 	 0.8182617620619291
3 2 3 1 	 0.0431144432179701
3 2 3 2 	 0.3364669508493363
3 3 1 1 	 2.1133803681593699
3 3 2 1 	 0.1863436141368297
3 3 2 2 	 1.7155371762832279
3 3 3 1 	 -0.0325132004513426
3 3 3 2 	 0.3291608001591264
3 3 3 3 	 1.2045217420953829
4 1 1 1 	 -0.2916173862194820
4 1 2 1 	 -0.1168136769838245
4 1 2 2 	 -0.0693692961142050
4 1 3 1 	 -0.0518495764060337
4 1 3 2 	 -0.0216009014937766
4 1 3 3 	 -0.0112347678726994
4 1 4 1 	 0.0233288341250490
4 2 1 1 	 -0.4862669300510643
4 2 2 1 	 -0.1330048621617340
4 2 2 2 	 -0.2332205379592260
4 2 3 1 	 -0.0252399683357673
4 2 3 2 	 -0.1309520847336662
4 2 3 3 	 -0.0577204111672354
4 2 4 1 	 0.0078501953562272
4 2 4 2 	 0.0639449015180328
4 3 1 1 	 -0.6932221176873017
4 3 2 1 	 -0.0844472442399455
4 3 2 2 	 -0.5125944833030347
4 3 3 1 	 0.0137678048365117
4 3 3 2 	 -0.1458224883461068
4 3 3 3 	 -0.2883794524232913
4 3 4 1 	 0.0017064495259884
4 3 4 2 	 0.0351030263172709
4 3 4 3 	 0.1129530081668730
4 4 1 1 	 0.9081036140394613
4 4 2 1 	 0.0418951183450390
4 4 2 2 	 0.8165790511551230
4 4 3 1 	 -0.0132259833455142
4 4 3 2 	 0.0872742145643102
4 4 3 3 	 0.6705661827397046
4 4 4 1 	 -0.0049236820354080
4 4 4 2 	 -0.0035430750037634
4 4 4 3 	 -0.0971846410364585
4 4 4 4 	 0.4949786772837079
5 1 1 1 	 0.3839717092390819
5 1 2 1 	 0.1611656467256717
5 1 2 2 	 0.0779618779416080
5 1 3 1 	 0.0725239144567864
5 1 3 2 	 0.0272843862849718
5 1 3 3 	 -0.0001649359081272
5 1 4 1 	 -0.0323253281735935
5 1 4 2 	 -0.0106289355232129
5 1 4 3 	 0.0013749130033931
5 1 4 4 	 -0.0001127110967535
5 1 5 1 	 0.0455492232473006
5 2 1 1 	 0.6975745298577996
5 2 2 1 	 0.1845455099726641
5 2 2 2 	 0.3466921111431465
5 2 3 1 	 0.0360282086844397
5 2 3 2 	 0.1798372681082565
5 2 3 3 	 0.1095349756832914
5 2 4 1 	 -0.0118352753841562
5 2 4 2 	 -0.0868443654715677
5 2 4 3 	 -0.0521156065235050
5 2 4 4 	 0.0202810837282171
5 2 5 1 	 0.0139278813019271
5 2 5 2 	 0.1244634876642093
5 3 1 1 	 0.8214037449713310
5 3 2 1 	 0.1186190264325060
5 3 2 2 	 0.5671354984030366
5 3 3 1 	 -0.0176920760152374
5 3 3 2 	 0.2002370149473685
5 3 3 3 	 0.2636529819219064
5 3 4 1 	 0.0021197093334250
5 3 4 2 	 -0.0619617574761106
5 3 4 3 	 -0.1292096184938764
5 3 4 4 	 0.0740583339612017
5 3 5 1 	 -0.0025279172679896
5 3 5 2 	 0.0743916518972037
5 3 5 3 	 0.1935771724496351
5 4 1 1 	 -0.6551887142987566
5 4 2 1 	 -0.0596980213660254
5 4 2 2 	 -0.5240893753822025
5 4 3 1 	 0.0191992861904731
5 4 3 2 	 -0.1249396328238989
5 4 3 3 	 -0.3159078277114639
5 4 4 1 	 0.0032183289892176
5 4 4 2 	 0.0155798640713591
5 4 4 3 	 0.1158051006820569
5 4 4 4 	 -0.1055866410404499
5 4 5 1 	 -0.0013442320031622
5 4 5 2 	 -0.0233745472749800
5 4 5 3 	 -0.1231561815336648
5 4 5 4 	 0.1404681672841735
5 5 1 1 	 1.6207134117954713
5 5 2 1 	 0.0880579475780779
5 5 2 2 	 1.4252096098119544
5 5 3 1 	 -0.0350041299453293
5 5 3 2 	 0.1998545845155653
5 5 3 3 	 1.0839991613977995
5 5 4 1 	 -0.0112863276002134
5 5 4 2 	 -0.0022576054856812
5 5 4 3 	 -0.2291986776344589
5 5 4 4 	 0.6459626310531273
5 5 5 1 	 0.0013476476544998
5 5 5 2 	 0.0330232278947736
5 5 5 3 	 0.1774956372953779
5 5 5 4 	 -0.2730574587023495
5 5 5 5 	 1.0261561035703988
